,fips,year,Total Investigations,Arrests Made,percentage
748,42101008602,2014,790,45,5.69620253164557
402,42101007000,2020,456,26,5.701754385964912
1613,42101013700,2014,473,27,5.708245243128964
3740,42101026700,2020,543,31,5.70902394106814
3021,42101021300,2022,105,6,5.714285714285714
165,42101005400,2020,35,2,5.714285714285714
3814,42101027100,2019,105,6,5.714285714285714
5317,42101034802,2018,140,8,5.714285714285714
6213,42101980500,2020,35,2,5.714285714285714
4709,42101031502,2020,35,2,5.714285714285714
4198,42101028901,2016,315,18,5.714285714285714
3309,42101024400,2018,857,49,5.717619603267211
1112,42101010500,2014,1066,61,5.72232645403377
6103,42101038900,2020,297,17,5.723905723905724
452,42101007200,2015,1310,75,5.7251908396946565
3842,42101027300,2015,716,41,5.726256983240224
2656,42101019501,2018,1362,78,5.726872246696035
1693,42101014100,2016,646,37,5.727554179566564
230,42101006100,2014,611,35,5.728314238952537
2720,42101019800,2020,192,11,5.729166666666666
44,42101000200,2014,192,11,5.729166666666666
2111,42101016500,2021,314,18,5.7324840764331215
1574,42101013500,2019,122,7,5.737704918032787
2896,42101020600,2018,244,14,5.737704918032787
1869,42101015101,2017,296,17,5.743243243243244
1047,42101010100,2021,766,44,5.7441253263707575
1235,42101011100,2016,2470,142,5.748987854251012
4913,42101033000,2015,400,23,5.75
5878,42101037600,2021,313,18,5.7507987220447285
358,42101006700,2018,1877,108,5.753862546616942
210,42101006000,2014,867,50,5.767012687427912
212,42101006000,2015,971,56,5.76725025746653
3077,42101021700,2014,225,13,5.777777777777778
214,42101006000,2016,450,26,5.777777777777778
4104,42101028400,2018,882,51,5.782312925170068
4893,42101032900,2014,242,14,5.785123966942149
1457,42101012500,2018,916,53,5.786026200873363
3604,42101026100,2022,69,4,5.797101449275362
3602,42101026100,2021,69,4,5.797101449275362
3778,42101026900,2019,69,4,5.797101449275362
1015,42101010000,2015,689,40,5.805515239477503
4616,42101031200,2022,172,10,5.813953488372093
4689,42101031501,2020,86,5,5.813953488372093
5816,42101037200,2019,516,30,5.813953488372093
1915,42101015200,2020,447,26,5.8165548098434
306,42101006400,2022,361,21,5.8171745152354575
5982,42101038200,2014,928,54,5.818965517241379
5880,42101037600,2022,292,17,5.821917808219178
5007,42101033400,2014,738,43,5.826558265582656
4677,42101031501,2014,446,26,5.829596412556054
1320,42101011500,2019,240,14,5.833333333333333
262,42101006200,2020,651,38,5.837173579109063
1303,42101011400,2020,137,8,5.839416058394161
4494,42101030700,2017,274,16,5.839416058394161
952,42101009500,2021,719,42,5.84144645340751
2193,42101016800,2022,291,17,5.841924398625429
4218,42101028902,2016,325,19,5.846153846153846
2592,42101019000,2016,667,39,5.847076461769116
4765,42101031800,2019,171,10,5.847953216374268
2444,42101017702,2018,4630,271,5.853131749460043
1999,42101016000,2015,1161,68,5.8570198105081825
4224,42101028902,2019,648,38,5.864197530864197
3750,42101026800,2015,341,20,5.865102639296188
1925,42101015300,2015,1551,91,5.867182462927143
2524,42101018002,2019,460,27,5.869565217391305
5908,42101037800,2016,562,33,5.871886120996441
1885,42101015102,2015,1310,77,5.877862595419847
2416,42101017701,2014,4967,292,5.878800080531508
2586,42101018800,2023,119,7,5.88235294117647
5946,42101038000,2015,170,10,5.88235294117647
4094,42101028300,2023,51,3,5.88235294117647
1629,42101013700,2022,51,3,5.88235294117647
991,42101009801,2021,17,1,5.88235294117647
1279,42101011300,2018,408,24,5.88235294117647
1188,42101010800,2022,459,27,5.88235294117647
2546,42101018300,2022,34,2,5.88235294117647
2916,42101020700,2019,272,16,5.88235294117647
5764,42101036600,2023,34,2,5.88235294117647
1927,42101015300,2016,1547,91,5.88235294117647
1249,42101011100,2023,51,3,5.88235294117647
5862,42101037500,2022,17,1,5.88235294117647
1289,42101011300,2023,17,1,5.88235294117647
3151,42101023500,2017,34,2,5.88235294117647
1061,42101010200,2018,1239,73,5.89184826472962
588,42101008101,2014,560,33,5.892857142857142
4142,42101028600,2017,1001,59,5.894105894105895
4604,42101031200,2016,424,25,5.89622641509434
4126,42101028500,2019,1272,75,5.89622641509434
764,42101008602,2022,390,23,5.897435897435897
254,42101006200,2016,1064,63,5.921052631578947
4934,42101033101,2016,405,24,5.9259259259259265
4333,42101029800,2014,405,24,5.9259259259259265
2898,42101020600,2019,253,15,5.928853754940711
120,42101003702,2014,354,21,5.932203389830509
2386,42101017601,2019,3978,236,5.932629462041226
2694,42101019700,2017,893,53,5.93505039193729
5252,42101034600,2022,101,6,5.9405940594059405
1921,42101015200,2023,101,6,5.9405940594059405
4355,42101029900,2015,622,37,5.94855305466238
2726,42101019800,2023,84,5,5.952380952380952
4374,42101030000,2015,3174,189,5.954631379962192
2816,42101020200,2018,1763,105,5.955757231990924
2077,42101016400,2014,1695,101,5.958702064896755
1055,42101010200,2015,1225,73,5.959183673469388
6027,42101038400,2017,151,9,5.960264900662252
3828,42101027200,2017,151,9,5.960264900662252
3333,42101024500,2020,520,31,5.961538461538462
2738,42101019900,2019,1609,96,5.966438781852082
762,42101008602,2021,419,25,5.966587112171838
2097,42101016500,2014,1324,79,5.966767371601208
6147,42101980000,2022,268,16,5.970149253731343
2269,42101017100,2020,569,34,5.975395430579964
2732,42101019900,2016,1740,104,5.977011494252873
426,42101007101,2022,970,58,5.979381443298969
668,42101008302,2014,2809,168,5.980776076895693
2147,42101016701,2019,1538,92,5.981794538361508
1744,42101014300,2022,117,7,5.982905982905983
5812,42101037200,2017,484,29,5.991735537190083
4717,42101031600,2015,317,19,5.993690851735016
5798,42101036900,2020,50,3,6.0
3017,42101021300,2020,50,3,6.0
2900,42101020600,2020,50,3,6.0
682,42101008302,2021,1183,71,6.001690617075233
4162,42101028700,2017,316,19,6.012658227848101
4378,42101030000,2017,2925,176,6.017094017094017
5892,42101037700,2018,515,31,6.019417475728155
90,42101002200,2014,548,33,6.021897810218978
4529,42101030900,2017,332,20,6.024096385542169
1705,42101014100,2022,83,5,6.024096385542169
1084,42101010300,2020,332,20,6.024096385542169
236,42101006100,2017,332,20,6.024096385542169
2331,42101017300,2021,1593,96,6.0263653483992465
191,42101005600,2014,199,12,6.030150753768844
2979,42101021100,2019,116,7,6.0344827586206895
3756,42101026800,2018,414,25,6.038647342995169
3910,42101027500,2020,298,18,6.0402684563758395
3423,42101025200,2015,844,51,6.042654028436019
1243,42101011100,2020,364,22,6.043956043956044
4972,42101033200,2015,182,11,6.043956043956044
1963,42101015700,2015,430,26,6.046511627906977
4036,42101028100,2014,875,53,6.057142857142858
6107,42101038900,2022,396,24,6.0606060606060606
5786,42101036900,2014,264,16,6.0606060606060606
4968,42101033102,2023,33,2,6.0606060606060606
2117,42101016600,2014,676,41,6.06508875739645
4976,42101033200,2017,148,9,6.081081081081082
5467,42101035601,2021,148,9,6.081081081081082
1851,42101014900,2018,756,46,6.084656084656085
2191,42101016800,2021,427,26,6.0889929742388755
3181,42101023700,2020,82,5,6.097560975609756
1867,42101015101,2016,164,10,6.097560975609756
2630,42101019200,2015,3493,213,6.097910105926138
3926,42101027600,2018,623,38,6.099518459069021
3437,42101025200,2022,541,33,6.099815157116451
4715,42101031600,2014,459,28,6.1002178649237475
2618,42101019100,2019,721,44,6.102635228848821
688,42101008400,2014,2522,154,6.106264869151467
4619,42101031300,2014,802,49,6.109725685785536
568,42101008000,2014,965,59,6.113989637305699
954,42101009500,2022,327,20,6.116207951070336
5736,42101036502,2017,49,3,6.122448979591836
2700,42101019700,2020,196,12,6.122448979591836
3171,42101023700,2015,212,13,6.132075471698113
4813,42101032100,2014,375,23,6.133333333333333
2638,42101019200,2019,2755,169,6.1343012704174225
4510,42101030800,2016,277,17,6.137184115523466
4096,42101028400,2014,700,43,6.142857142857143
1106,42101010400,2021,472,29,6.1440677966101696
5430,42101035302,2021,65,4,6.153846153846154
2965,42101021000,2021,65,4,6.153846153846154
2037,42101016200,2014,471,29,6.1571125265392785
5545,42101035900,2016,146,9,6.164383561643835
4174,42101028800,2014,292,18,6.164383561643835
1897,42101015102,2021,616,38,6.1688311688311686
2157,42101016702,2014,1410,87,6.170212765957447
3798,42101027000,2020,81,5,6.172839506172839
2754,42101020000,2017,648,40,6.172839506172839
3509,42101025600,2019,81,5,6.172839506172839
4845,42101032300,2020,81,5,6.172839506172839
4182,42101028800,2018,583,36,6.174957118353345
4575,42101031101,2021,340,21,6.176470588235294
3234,42101024000,2019,275,17,6.181818181818182
3758,42101026800,2019,582,36,6.185567010309279
38,42101000000,2022,10253,635,6.193309275334048
40,42101000000,2023,1758,109,6.2002275312855515
310,42101006500,2014,1692,105,6.205673758865248
2353,42101017400,2022,386,24,6.217616580310881
4136,42101028600,2014,852,53,6.220657276995305
4701,42101031502,2016,241,15,6.224066390041494
4911,42101033000,2014,498,31,6.2248995983935735
3720,42101026600,2020,337,21,6.231454005934718
1349,42101011800,2017,849,53,6.24263839811543
520,42101007700,2019,128,8,6.25
4875,42101032600,2015,352,22,6.25
6045,42101038500,2019,48,3,6.25
666,42101008301,2023,80,5,6.25
3646,42101026301,2023,16,1,6.25
1799,42101014600,2021,48,3,6.25
3087,42101021700,2019,240,15,6.25
5844,42101037300,2023,16,1,6.25
3359,42101024600,2023,96,6,6.25
956,42101009500,2023,48,3,6.25
1572,42101013500,2018,112,7,6.25
5064,42101033600,2023,16,1,6.25
3479,42101025400,2023,32,2,6.25
2382,42101017601,2017,8266,517,6.2545366561819495
1451,42101012500,2015,1278,80,6.259780907668231
1675,42101014000,2017,639,40,6.259780907668231
2820,42101020200,2020,559,35,6.261180679785331
2446,42101017702,2019,4982,312,6.262545162585307
1086,42101010300,2021,415,26,6.265060240963856
3898,42101027500,2014,590,37,6.271186440677965
2822,42101020200,2021,701,44,6.276747503566334
2692,42101019700,2016,780,49,6.282051282051282
3978,42101027901,2015,748,47,6.283422459893048
3712,42101026600,2016,619,39,6.30048465266559
4062,42101028200,2017,1824,115,6.3048245614035086
4587,42101031102,2017,507,32,6.31163708086785
4319,42101029400,2017,491,31,6.313645621181263
4456,42101030502,2017,586,37,6.313993174061433
3242,42101024100,2014,1061,67,6.314797360980208
6113,42101039000,2015,2342,148,6.31938514090521
5992,42101038200,2019,1060,67,6.320754716981132
171,42101005500,2014,411,26,6.326034063260341
304,42101006400,2021,395,25,6.329113924050633
1184,42101010800,2020,158,10,6.329113924050633
1025,42101010000,2020,142,9,6.338028169014084
1617,42101013700,2016,489,31,6.339468302658487
4202,42101028901,2018,394,25,6.345177664974619
1663,42101013900,2020,63,4,6.349206349206349
5954,42101038000,2019,126,8,6.349206349206349
1873,42101015101,2019,252,16,6.349206349206349
2424,42101017701,2018,8260,525,6.3559322033898304
6292,42101980900,2022,456,29,6.359649122807018
4367,42101029900,2021,283,18,6.36042402826855
2786,42101020101,2023,110,7,6.363636363636363
3102,42101021800,2017,110,7,6.363636363636363
1324,42101011500,2021,110,7,6.363636363636363
4841,42101032300,2018,345,22,6.3768115942028984
3296,42101024300,2021,141,9,6.382978723404255
1619,42101013700,2017,501,32,6.387225548902195
4398,42101030100,2017,955,61,6.387434554973822
2588,42101019000,2014,532,34,6.390977443609022
4357,42101029900,2016,735,47,6.394557823129252
6211,42101980500,2019,344,22,6.395348837209303
252,42101006200,2015,1360,87,6.397058823529411
662,42101008301,2021,578,37,6.401384083044983
1126,42101010500,2021,468,30,6.41025641025641
4058,42101028200,2015,1638,105,6.41025641025641
218,42101006000,2018,700,45,6.428571428571428
4853,42101032500,2014,684,44,6.432748538011696
2628,42101019200,2014,2627,169,6.433193757137419
2057,42101016300,2014,2204,142,6.442831215970962
494,42101007400,2016,931,60,6.44468313641246
920,42101009400,2015,2917,188,6.444977716832362
2718,42101019800,2019,1148,74,6.445993031358885
4400,42101030100,2018,884,57,6.4479638009049784
3519,42101025700,2015,31,2,6.451612903225806
1595,42101013601,2022,31,2,6.451612903225806
1707,42101014100,2023,31,2,6.451612903225806
3216,42101023900,2019,31,2,6.451612903225806
1345,42101011800,2015,1270,82,6.456692913385827
2862,42101020400,2021,542,35,6.4575645756457565
4300,42101029300,2017,619,40,6.462035541195476
4450,42101030502,2014,1083,70,6.463527239150507
4064,42101028200,2018,1841,119,6.4638783269961975
2912,42101020700,2017,371,24,6.46900269541779
2380,42101017601,2016,9719,629,6.471859244778269
2704,42101019700,2022,587,38,6.473594548551959
5900,42101037700,2022,247,16,6.477732793522267
4930,42101033101,2014,370,24,6.486486486486487
1067,42101010200,2021,447,29,6.487695749440715
2842,42101020300,2021,1063,69,6.491063029162747
4180,42101028800,2017,570,37,6.491228070175438
4110,42101028400,2021,369,24,6.504065040650407
354,42101006700,2016,2074,135,6.509161041465767
4833,42101032300,2014,522,34,6.513409961685824
1265,42101011200,2021,537,35,6.517690875232775
2658,42101019501,2019,1212,79,6.518151815181518
1939,42101015300,2022,245,16,6.530612244897959
4434,42101030501,2015,398,26,6.532663316582915
1080,42101010300,2018,1959,128,6.5339458907605925
1570,42101013500,2017,168,11,6.547619047619048
5446,42101035500,2020,122,8,6.557377049180328
4670,42101031402,2020,61,4,6.557377049180328
372,42101006900,2015,320,21,6.5625
5836,42101037300,2019,411,27,6.569343065693431
4244,42101029000,2019,517,34,6.5764023210831715
3668,42101026400,2014,684,45,6.578947368421052
4958,42101033102,2018,167,11,6.58682634730539
2716,42101019800,2018,850,56,6.588235294117648
4066,42101028200,2019,1819,120,6.597031335898845
4166,42101028700,2019,333,22,6.606606606606606
3315,42101024400,2021,454,30,6.607929515418502
4895,42101032900,2015,272,18,6.61764705882353
1065,42101010200,2020,272,18,6.61764705882353
4927,42101033000,2022,287,19,6.620209059233449
2143,42101016701,2017,1148,76,6.620209059233449
1774,42101014500,2017,181,12,6.629834254143646
2598,42101019000,2019,1055,70,6.6350710900473935
2241,42101017000,2016,436,29,6.651376146788992
148,42101005000,2019,30,2,6.666666666666667
12,42091200000,2021,15,1,6.666666666666667
1871,42101015101,2018,255,17,6.666666666666667
4579,42101031101,2023,30,2,6.666666666666667
4811,42101032000,2023,15,1,6.666666666666667
3222,42101023900,2022,15,1,6.666666666666667
1150,42101010600,2023,30,2,6.666666666666667
2981,42101021100,2020,15,1,6.666666666666667
3511,42101025600,2020,15,1,6.666666666666667
4272,42101029100,2023,15,1,6.666666666666667
5922,42101037800,2023,15,1,6.666666666666667
2315,42101017202,2023,75,5,6.666666666666667
5058,42101033600,2020,45,3,6.666666666666667
1158,42101010700,2017,1512,101,6.67989417989418
2101,42101016500,2016,434,29,6.682027649769585
181,42101005500,2019,269,18,6.691449814126393
6288,42101980900,2020,194,13,6.701030927835052
839,42101008802,2022,164,11,6.707317073170732
1017,42101010000,2016,551,37,6.715063520871143
290,42101006400,2014,536,36,6.7164179104477615
5372,42101035100,2017,119,8,6.722689075630252
3990,42101027901,2021,430,29,6.744186046511628
756,42101008602,2018,415,28,6.746987951807229
3203,42101023800,2022,222,15,6.756756756756757
2486,42101017900,2019,1169,79,6.757912745936697
914,42101009300,2022,503,34,6.759443339960239
3966,42101027800,2019,3460,234,6.76300578034682
894,42101009200,2022,192,13,6.770833333333333
5002,42101033300,2021,59,4,6.779661016949152
2067,42101016300,2019,987,67,6.788247213779129
4774,42101031900,2014,265,18,6.7924528301886795
3850,42101027300,2019,633,43,6.79304897314376
4424,42101030200,2020,515,35,6.796116504854369
1076,42101010300,2016,1412,96,6.79886685552408
4600,42101031200,2014,367,25,6.811989100817439
888,42101009200,2019,499,34,6.813627254509018
3357,42101024600,2022,543,37,6.8139963167587485
3534,42101025800,2014,44,3,6.8181818181818175
4535,42101030900,2020,88,6,6.8181818181818175
1877,42101015101,2021,44,3,6.8181818181818175
3373,42101024700,2020,777,53,6.82110682110682
4863,42101032500,2019,791,54,6.826801517067003
2634,42101019200,2017,2855,195,6.830122591943957
3948,42101027700,2020,556,38,6.83453237410072
3830,42101027200,2018,117,8,6.837606837606838
1653,42101013900,2015,307,21,6.840390879478828
1791,42101014600,2017,497,34,6.841046277665996
3702,42101026500,2021,263,18,6.844106463878327
4885,42101032600,2020,73,5,6.8493150684931505
6115,42101039000,2016,1707,117,6.854130052724078
942,42101009500,2016,1910,131,6.858638743455497
34,42101000000,2020,6604,453,6.859479103573592
2516,42101018002,2015,262,18,6.870229007633588
4794,42101032000,2014,305,21,6.885245901639345
2688,42101019700,2014,450,31,6.888888888888889
3138,42101023100,2014,29,2,6.896551724137931
2983,42101021100,2021,29,2,6.896551724137931
4154,42101028600,2023,29,2,6.896551724137931
4335,42101029800,2015,377,26,6.896551724137931
488,42101007300,2023,58,4,6.896551724137931
2311,42101017202,2021,783,54,6.896551724137931
498,42101007400,2018,709,49,6.911142454160791
1903,42101015200,2014,1098,76,6.9216757741347905
224,42101006000,2021,650,45,6.923076923076923
1835,42101014800,2019,462,32,6.926406926406926
4130,42101028500,2021,332,23,6.927710843373494
250,42101006200,2014,1328,92,6.927710843373494
6294,42101980900,2023,101,7,6.9306930693069315
5157,42101034100,2017,202,14,6.9306930693069315
1053,42101010200,2014,649,45,6.933744221879815
5850,42101037500,2016,72,5,6.944444444444445
4250,42101029000,2022,144,10,6.944444444444445
2233,42101016902,2022,273,19,6.95970695970696
744,42101008601,2022,158,11,6.962025316455696
2756,42101020000,2018,603,42,6.965174129353234
6079,42101038800,2017,244,17,6.967213114754098
270,42101006300,2014,1952,136,6.967213114754098
3413,42101024900,2020,244,17,6.967213114754098
1607,42101013602,2019,43,3,6.976744186046512
2846,42101020300,2023,86,6,6.976744186046512
3120,42101021900,2018,86,6,6.976744186046512
5173,42101034200,2016,43,3,6.976744186046512
2333,42101017300,2022,730,51,6.986301369863014
4406,42101030100,2021,372,26,6.989247311827956
2013,42101016000,2022,143,10,6.993006993006993
5112,42101033800,2019,200,14,7.000000000000001
4132,42101028500,2022,171,12,7.017543859649122
6063,42101038700,2017,71,5,7.042253521126761
4236,42101029000,2015,383,27,7.049608355091384
6228,42101980600,2018,85,6,7.0588235294117645
6306,42101989100,2019,85,6,7.0588235294117645
2710,42101019800,2015,524,37,7.061068702290077
6125,42101039000,2021,835,59,7.065868263473053
242,42101006100,2020,297,21,7.07070707070707
2,42091200000,2015,113,8,7.079646017699115
3622,42101026200,2021,113,8,7.079646017699115
4220,42101028902,2017,339,24,7.079646017699115
2406,42101017602,2019,4612,327,7.090199479618386
1049,42101010100,2022,296,21,7.094594594594595
4751,42101031700,2022,197,14,7.1065989847715745
4339,42101029800,2017,576,41,7.118055555555555
2476,42101017900,2014,870,62,7.126436781609195
2245,42101017000,2018,435,31,7.126436781609195
410,42101007101,2014,1347,96,7.126948775055679
1039,42101010100,2017,1669,119,7.13001797483523
19,42091205400,2016,14,1,7.142857142857142
4331,42101029400,2023,28,2,7.142857142857142
3113,42101021900,2014,56,4,7.142857142857142
1170,42101010700,2023,42,3,7.142857142857142
5984,42101038200,2015,896,64,7.142857142857142
4468,42101030502,2023,14,1,7.142857142857142
4595,42101031102,2021,224,16,7.142857142857142
4835,42101032300,2015,350,25,7.142857142857142
2530,42101018002,2022,56,4,7.142857142857142
2686,42101019502,2023,56,4,7.142857142857142
3569,42101025900,2023,14,1,7.142857142857142
5860,42101037500,2021,14,1,7.142857142857142
2027,42101016100,2019,1063,76,7.149576669802446
1059,42101010200,2017,1243,89,7.160096540627514
1691,42101014100,2015,1005,72,7.164179104477612
4214,42101028902,2014,209,15,7.177033492822966
2482,42101017900,2017,1031,74,7.177497575169737
2594,42101019000,2017,613,44,7.177814029363784
984,42101009801,2017,167,12,7.18562874251497
6201,42101980500,2014,125,9,7.199999999999999
2514,42101018002,2014,236,17,7.203389830508475
84,42101001900,2014,111,8,7.207207207207207
5042,42101033500,2022,333,24,7.207207207207207
4464,42101030502,2021,319,23,7.210031347962382
4369,42101029900,2022,305,22,7.213114754098362
2752,42101020000,2016,499,36,7.214428857715431
2029,42101016100,2020,277,20,7.2202166064981945
3996,42101027902,2014,332,24,7.228915662650602
3642,42101026301,2021,83,6,7.228915662650602
1164,42101010700,2020,221,16,7.239819004524888
5792,42101036900,2017,207,15,7.246376811594203
4392,42101030100,2014,1007,73,7.249255213505462
2758,42101020000,2019,550,40,7.2727272727272725
2522,42101018002,2018,316,23,7.2784810126582276
1251,42101011200,2014,810,59,7.28395061728395
1967,42101015700,2017,452,33,7.300884955752212
3680,42101026400,2020,219,16,7.30593607305936
2925,42101020800,2015,41,3,7.317073170731707
6311,42101989100,2022,41,3,7.317073170731707
4410,42101030100,2023,41,3,7.317073170731707
2251,42101017000,2021,273,20,7.326007326007327
2402,42101017602,2017,6730,494,7.340267459138188
4016,42101028000,2014,1103,81,7.343608340888485
1584,42101013601,2015,68,5,7.352941176470589
976,42101009600,2023,68,5,7.352941176470589
4555,42101031000,2021,408,30,7.352941176470589
3960,42101027800,2016,1931,142,7.35370274469187
4784,42101031900,2019,299,22,7.357859531772576
3624,42101026200,2022,95,7,7.368421052631578
374,42101006900,2016,217,16,7.373271889400922
2358,42101017500,2015,2075,153,7.373493975903614
2243,42101017000,2017,556,41,7.374100719424461
6258,42101980800,2014,149,11,7.38255033557047
3457,42101025300,2022,203,15,7.389162561576355
5980,42101038100,2023,27,2,7.4074074074074066
4349,42101029800,2022,243,18,7.4074074074074066
6085,42101038800,2020,27,2,7.4074074074074066
3579,42101026000,2018,135,10,7.4074074074074066
5128,42101033900,2018,54,4,7.4074074074074066
4208,42101028901,2021,189,14,7.4074074074074066
1772,42101014500,2016,162,12,7.4074074074074066
1687,42101014000,2023,27,2,7.4074074074074066
5840,42101037300,2021,81,6,7.4074074074074066
2478,42101017900,2015,943,70,7.423117709437964
524,42101007700,2021,175,13,7.428571428571429
1310,42101011500,2014,175,13,7.428571428571429
980,42101009801,2015,323,24,7.430340557275541
5794,42101036900,2018,161,12,7.453416149068323
1322,42101011500,2020,67,5,7.462686567164178
4821,42101032100,2018,468,35,7.478632478632479
2137,42101016701,2014,842,63,7.4821852731591445
3379,42101024700,2023,147,11,7.482993197278912
4755,42101031800,2014,147,11,7.482993197278912
3744,42101026700,2022,441,33,7.482993197278912
1343,42101011800,2014,521,39,7.485604606525912
4112,42101028400,2022,227,17,7.488986784140969
995,42101009802,2014,120,9,7.5
2804,42101020102,2022,985,74,7.5126903553299496
1134,42101010600,2015,1437,108,7.515657620041753
2173,42101016702,2022,306,23,7.516339869281046
1069,42101010200,2022,226,17,7.52212389380531
350,42101006700,2014,1714,129,7.526254375729288
334,42101006600,2016,2458,185,7.526444263628966
1831,42101014800,2017,690,52,7.536231884057972
2023,42101016100,2017,1353,102,7.5388026607538805
1271,42101011300,2014,252,19,7.5396825396825395
5914,42101037800,2019,450,34,7.555555555555555
5864,42101037600,2014,608,46,7.565789473684211
2610,42101019100,2015,436,33,7.568807339449542
5582,42101036100,2018,66,5,7.575757575757576
1506,42101013200,2023,66,5,7.575757575757576
912,42101009300,2021,594,45,7.575757575757576
3417,42101024900,2022,290,22,7.586206896551724
1154,42101010700,2015,1553,118,7.598197037990985
3808,42101027100,2016,92,7,7.608695652173914
274,42101006300,2016,2074,158,7.618129218900675
1516,42101013300,2018,446,34,7.623318385650224
4454,42101030502,2016,642,49,7.632398753894081
6075,42101038800,2015,131,10,7.633587786259542
2247,42101017000,2019,393,30,7.633587786259542
2460,42101017800,2016,2444,187,7.6513911620294595
5910,42101037800,2017,575,44,7.652173913043478
2145,42101016701,2018,1214,93,7.660626029654035
612,42101008102,2016,1513,116,7.666886979510905
2520,42101018002,2017,325,25,7.6923076923076925
5744,42101036502,2022,13,1,7.6923076923076925
557,42101007900,2018,182,14,7.6923076923076925
4887,42101032600,2021,143,11,7.6923076923076925
1277,42101011300,2017,403,31,7.6923076923076925
5374,42101035100,2018,78,6,7.6923076923076925
4984,42101033200,2021,13,1,7.6923076923076925
6033,42101038400,2020,13,1,7.6923076923076925
2115,42101016500,2023,26,2,7.6923076923076925
468,42101007200,2023,91,7,7.6923076923076925
2560,42101018400,2019,52,4,7.6923076923076925
5486,42101035602,2022,26,2,7.6923076923076925
1558,42101013402,2020,39,3,7.6923076923076925
2337,42101017400,2014,1819,140,7.696536558548653
964,42101009600,2017,1844,142,7.70065075921909
4408,42101030100,2022,454,35,7.709251101321586
2708,42101019800,2014,454,35,7.709251101321586
4258,42101029100,2016,1219,94,7.71123872026251
2171,42101016702,2021,674,52,7.71513353115727
1843,42101014900,2014,816,63,7.720588235294118
1661,42101013900,2019,233,18,7.725321888412018
4899,42101032900,2017,220,17,7.727272727272727
1859,42101014900,2022,220,17,7.727272727272727
2440,42101017702,2016,8675,671,7.734870317002882
3377,42101024700,2022,813,63,7.7490774907749085
2434,42101017701,2023,348,27,7.758620689655173
2680,42101019502,2020,103,8,7.766990291262135
4861,42101032500,2018,811,63,7.768187422934648
4719,42101031600,2016,502,39,7.768924302788845
2462,42101017800,2017,3295,256,7.7693474962063735
1273,42101011300,2015,604,47,7.781456953642383
2275,42101017100,2023,77,6,7.792207792207792
2404,42101017602,2018,4585,358,7.808069792802617
6215,42101980500,2021,115,9,7.82608695652174
296,42101006400,2017,575,45,7.82608695652174
1035,42101010100,2015,1914,150,7.836990595611286
1742,42101014300,2021,51,4,7.8431372549019605
1190,42101010800,2023,51,4,7.8431372549019605
1588,42101013601,2017,51,4,7.8431372549019605
1005,42101009802,2019,140,11,7.857142857142857
199,42101005600,2018,140,11,7.857142857142857
2005,42101016000,2018,789,62,7.858048162230672
1439,42101012204,2016,89,7,7.865168539325842
5918,42101037800,2021,178,14,7.865168539325842
5896,42101037700,2020,89,7,7.865168539325842
4428,42101030200,2022,610,48,7.868852459016394
2642,42101019200,2021,1016,80,7.874015748031496
4839,42101032300,2017,317,25,7.886435331230284
1269,42101011200,2023,76,6,7.894736842105263
3826,42101027200,2016,76,6,7.894736842105263
2249,42101017000,2020,114,9,7.894736842105263
5118,42101033800,2022,38,3,7.894736842105263
902,42101009300,2016,2457,194,7.895807895807897
4048,42101028100,2020,329,26,7.90273556231003
292,42101006400,2015,797,63,7.904642409033877
2914,42101020700,2018,253,20,7.905138339920949
4315,42101029400,2015,569,45,7.9086115992970125
5796,42101036900,2019,139,11,7.913669064748201
4869,42101032500,2022,366,29,7.923497267759563
6067,42101038700,2019,63,5,7.936507936507936
1679,42101014000,2019,504,40,7.936507936507936
2464,42101017800,2018,3490,277,7.936962750716332
2368,42101017500,2020,340,27,7.941176470588235
272,42101006300,2015,2576,205,7.958074534161491
2802,42101020102,2021,540,43,7.962962962962964
412,42101007101,2015,1839,147,7.99347471451876
1411,42101012100,2022,25,2,8.0
4466,42101030502,2022,125,10,8.0
187,42101005500,2022,162,13,8.024691358024691
1267,42101011200,2022,299,24,8.02675585284281
5916,42101037800,2020,87,7,8.045977011494253
1245,42101011100,2021,422,34,8.056872037914692
3091,42101021700,2021,62,5,8.064516129032258
916,42101009300,2023,62,5,8.064516129032258
4857,42101032500,2016,719,58,8.066759388038943
5948,42101038000,2016,161,13,8.074534161490684
1146,42101010600,2021,260,21,8.076923076923077
2480,42101017900,2016,878,71,8.086560364464694
4537,42101030900,2021,136,11,8.088235294117647
1677,42101014000,2018,445,36,8.089887640449438
352,42101006700,2015,2025,164,8.098765432098766
203,42101005600,2020,37,3,8.108108108108109
5588,42101036100,2022,37,3,8.108108108108109
2528,42101018002,2021,148,12,8.108108108108109
3816,42101027100,2020,37,3,8.108108108108109
2740,42101019900,2020,333,27,8.108108108108109
1526,42101013300,2023,37,3,8.108108108108109
5974,42101038100,2020,37,3,8.108108108108109
4681,42101031501,2016,419,34,8.1145584725537
390,42101007000,2014,1305,106,8.122605363984674
4776,42101031900,2015,246,20,8.130081300813007
2231,42101016902,2021,479,39,8.1419624217119
1758,42101014400,2019,380,31,8.157894736842106
1166,42101010700,2021,429,35,8.158508158508159
2211,42101016901,2021,378,31,8.201058201058201
1253,42101011200,2015,1524,125,8.202099737532809
2025,42101016100,2018,1024,84,8.203125
