,fips,year,Total Investigations,Arrests Made,percentage
2287,42101017201,2019,4051,117,2.8881757590718338
3177,42101023700,2018,450,13,2.888888888888889
3411,42101024900,2019,1037,30,2.892960462873674
788,42101008702,2015,311,9,2.8938906752411575
3443,42101025300,2015,691,20,2.894356005788712
2327,42101017300,2019,6840,198,2.8947368421052633
3280,42101024200,2023,69,2,2.898550724637681
5728,42101036501,2021,69,2,2.898550724637681
348,42101006600,2023,379,11,2.9023746701846966
3634,42101026301,2017,480,14,2.9166666666666665
706,42101008400,2023,274,8,2.9197080291970803
1566,42101013500,2015,411,12,2.9197080291970803
1063,42101010200,2019,1741,51,2.929350947731189
3288,42101024300,2017,546,16,2.93040293040293
4654,42101031401,2022,273,8,2.93040293040293
4122,42101028500,2017,1772,52,2.9345372460496613
1492,42101013200,2016,920,27,2.9347826086956523
6143,42101980000,2020,272,8,2.941176470588235
3207,42101023900,2014,34,1,2.941176470588235
3211,42101023900,2016,34,1,2.941176470588235
1467,42101012500,2023,34,1,2.941176470588235
2933,42101020800,2019,34,1,2.941176470588235
5340,42101034803,2020,34,1,2.941176470588235
141,42101005000,2015,34,1,2.941176470588235
456,42101007200,2017,1494,44,2.9451137884872822
260,42101006200,2019,3599,106,2.945262572936927
51,42101000500,2014,679,20,2.945508100147275
3327,42101024500,2017,4095,121,2.9548229548229545
482,42101007300,2020,203,6,2.955665024630542
510,42101007700,2014,406,12,2.955665024630542
2874,42101020500,2017,2027,60,2.960039467192896
5295,42101034801,2017,405,12,2.9629629629629632
948,42101009500,2019,3171,94,2.9643645537685273
5263,42101034701,2018,202,6,2.9702970297029703
4679,42101031501,2015,303,9,2.9702970297029703
672,42101008302,2016,4106,122,2.9712615684364345
1965,42101015700,2016,470,14,2.9787234042553195
228,42101006000,2023,67,2,2.9850746268656714
1901,42101015102,2023,67,2,2.9850746268656714
5846,42101037500,2014,67,2,2.9850746268656714
4394,42101030100,2015,1172,35,2.986348122866894
6093,42101038900,2015,1037,31,2.9893924783027965
3716,42101026600,2018,1103,33,2.9918404351767904
3369,42101024700,2018,3706,111,2.9951430113329733
3453,42101025300,2020,367,11,2.997275204359673
2303,42101017202,2017,2767,83,2.999638597759306
5153,42101034100,2015,200,6,3.0
3984,42101027901,2018,1730,52,3.005780346820809
434,42101007102,2016,1164,35,3.006872852233677
4460,42101030502,2019,1030,31,3.0097087378640777
6286,42101980900,2019,963,29,3.011422637590862
6091,42101038900,2014,927,28,3.0204962243797198
3792,42101027000,2017,364,11,3.021978021978022
632,42101008200,2016,1621,49,3.0228254164096238
3371,42101024700,2019,3900,118,3.0256410256410255
1929,42101015300,2017,1388,42,3.025936599423631
65,42101001002,2014,198,6,3.0303030303030303
3132,42101022000,2018,33,1,3.0303030303030303
5547,42101035900,2017,132,4,3.0303030303030303
5267,42101034701,2020,66,2,3.0303030303030303
5704,42101036400,2017,165,5,3.0303030303030303
67,42101001101,2014,33,1,3.0303030303030303
5380,42101035100,2021,33,1,3.0303030303030303
5277,42101034702,2016,165,5,3.0303030303030303
2075,42101016300,2023,33,1,3.0303030303030303
786,42101008702,2014,231,7,3.0303030303030303
3577,42101026000,2017,231,7,3.0303030303030303
1405,42101012100,2019,66,2,3.0303030303030303
5738,42101036502,2018,33,1,3.0303030303030303
5088,42101033702,2016,165,5,3.0303030303030303
2277,42101017201,2014,1053,32,3.038936372269706
3381,42101024800,2014,592,18,3.040540540540541
5454,42101035601,2014,230,7,3.0434782608695654
2868,42101020500,2014,1379,42,3.0456852791878175
3636,42101026301,2018,361,11,3.0470914127423825
529,42101007800,2014,754,23,3.050397877984085
1997,42101016000,2014,852,26,3.051643192488263
2512,42101018001,2022,98,3,3.061224489795918
1554,42101013402,2018,98,3,3.061224489795918
3063,42101021600,2016,261,8,3.065134099616858
5030,42101033500,2016,522,16,3.065134099616858
6278,42101980900,2015,1044,32,3.065134099616858
2323,42101017300,2017,3065,94,3.066884176182708
4420,42101030200,2018,2085,64,3.0695443645083933
1865,42101015101,2015,228,7,3.070175438596491
5808,42101037200,2015,814,25,3.0712530712530715
5140,42101034000,2015,65,2,3.076923076923077
3347,42101024600,2017,3021,93,3.0784508440913605
3882,42101027402,2015,909,28,3.08030803080308
4382,42101030000,2019,8008,247,3.0844155844155843
4674,42101031402,2022,162,5,3.0864197530864197
5492,42101035701,2016,259,8,3.088803088803089
4474,42101030600,2016,453,14,3.090507726269316
4569,42101031101,2018,1003,31,3.090727816550349
1481,42101013100,2020,291,9,3.0927835051546393
5496,42101035701,2018,226,7,3.0973451327433628
4002,42101027902,2017,1548,48,3.10077519379845
3405,42101024900,2016,1674,52,3.106332138590203
2239,42101017000,2015,385,12,3.116883116883117
678,42101008302,2019,5546,173,3.119365308330328
5604,42101036201,2021,96,3,3.125
5321,42101034802,2020,32,1,3.125
813,42101008801,2018,96,3,3.125
3738,42101026700,2019,2560,80,3.125
1599,42101013602,2015,192,6,3.125
2951,42101021000,2014,447,14,3.131991051454139
2341,42101017400,2016,1500,47,3.1333333333333333
108,42101003002,2014,287,9,3.1358885017421603
874,42101009100,2022,255,8,3.1372549019607843
4418,42101030200,2017,2007,63,3.1390134529147984
1534,42101013401,2017,159,5,3.1446540880503147
694,42101008400,2017,3298,104,3.1534263189812006
126,42101003902,2014,95,3,3.1578947368421053
414,42101007101,2016,1234,39,3.1604538087520258
4022,42101028000,2017,2974,94,3.160726294552791
5806,42101037200,2014,632,20,3.1645569620253164
1485,42101013100,2022,221,7,3.167420814479638
2808,42101020200,2014,1450,46,3.1724137931034484
4498,42101030700,2019,315,10,3.1746031746031744
5090,42101033702,2017,126,4,3.1746031746031744
3065,42101021600,2017,252,8,3.1746031746031744
3954,42101027700,2023,63,2,3.1746031746031744
4903,42101032900,2019,252,8,3.1746031746031744
3250,42101024100,2018,1795,57,3.1754874651810585
2081,42101016400,2016,1480,47,3.175675675675676
3946,42101027700,2019,2171,69,3.178258866881621
418,42101007101,2018,1919,61,3.178738926524231
1795,42101014600,2019,629,20,3.1796502384737675
1318,42101011500,2018,220,7,3.1818181818181817
3005,42101021300,2014,440,14,3.1818181818181817
1847,42101014900,2016,1728,55,3.1828703703703707
5669,42101036302,2016,157,5,3.1847133757961785
3483,42101025500,2015,157,5,3.1847133757961785
686,42101008302,2023,157,5,3.1847133757961785
750,42101008602,2015,1004,32,3.187250996015936
3403,42101024900,2015,1474,47,3.1886024423337855
3982,42101027901,2017,1973,63,3.1931069437404966
474,42101007300,2016,563,18,3.197158081705151
114,42101003300,2014,1156,37,3.2006920415224913
484,42101007300,2021,656,21,3.201219512195122
1889,42101015102,2017,1874,60,3.2017075773745995
460,42101007200,2019,2280,73,3.2017543859649127
1483,42101013100,2021,281,9,3.202846975088968
2207,42101016901,2019,1745,56,3.2091690544412605
1312,42101011500,2015,529,17,3.213610586011342
658,42101008301,2019,2022,65,3.214638971315529
4533,42101030900,2019,342,11,3.216374269005848
1734,42101014300,2017,528,17,3.2196969696969697
1715,42101014200,2017,714,23,3.221288515406162
2812,42101020200,2016,1861,60,3.2240730789897905
5708,42101036400,2020,31,1,3.225806451612903
2955,42101021000,2016,558,18,3.225806451612903
428,42101007101,2023,186,6,3.225806451612903
3800,42101027000,2021,62,2,3.225806451612903
3111,42101021800,2022,31,1,3.225806451612903
5147,42101034000,2019,62,2,3.225806451612903
4100,42101028400,2016,867,28,3.229527104959631
3323,42101024500,2015,2134,69,3.2333645735707592
5442,42101035500,2018,773,25,3.2341526520051747
5403,42101035301,2016,247,8,3.2388663967611335
3385,42101024800,2016,1141,37,3.2427695004382118
1721,42101014200,2020,185,6,3.2432432432432434
4523,42101030900,2014,370,12,3.2432432432432434
4026,42101028000,2019,3328,108,3.245192307692308
396,42101007000,2017,2095,68,3.2458233890214796
4286,42101029200,2020,154,5,3.2467532467532463
1748,42101014400,2014,553,18,3.25497287522604
1597,42101013602,2014,184,6,3.260869565217391
6052,42101038600,2017,92,3,3.260869565217391
776,42101008701,2018,245,8,3.2653061224489797
96,42101002701,2014,153,5,3.2679738562091507
4138,42101028600,2015,1040,34,3.2692307692307696
5387,42101035200,2016,61,2,3.278688524590164
798,42101008702,2020,61,2,3.278688524590164
3485,42101025500,2016,183,6,3.278688524590164
3325,42101024500,2016,3017,99,3.2814053695724232
3632,42101026301,2016,396,13,3.2828282828282833
1045,42101010100,2020,274,9,3.2846715328467155
4954,42101033102,2016,365,12,3.287671232876712
807,42101008801,2015,152,5,3.289473684210526
2313,42101017202,2022,972,32,3.292181069958848
3944,42101027700,2018,1912,63,3.2949790794979084
440,42101007102,2019,1851,61,3.2955159373311727
288,42101006300,2023,182,6,3.296703296703297
5584,42101036100,2019,91,3,3.296703296703297
1455,42101012500,2017,1364,45,3.2991202346041053
2800,42101020102,2020,394,13,3.2994923857868024
5894,42101037700,2019,515,17,3.300970873786408
3556,42101025900,2016,212,7,3.30188679245283
422,42101007101,2020,545,18,3.302752293577982
860,42101009100,2015,454,15,3.303964757709251
3195,42101023800,2018,1117,37,3.312444046553268
1098,42101010400,2017,1086,36,3.314917127071823
3700,42101026500,2020,331,11,3.3232628398791544
2105,42101016500,2018,1354,45,3.323485967503693
4120,42101028500,2016,1564,52,3.324808184143223
770,42101008701,2015,481,16,3.3264033264033266
248,42101006100,2023,30,1,3.3333333333333335
3503,42101025600,2016,60,2,3.3333333333333335
2261,42101017100,2016,1918,64,3.3368091762252345
5034,42101033500,2018,359,12,3.3426183844011144
3367,42101024700,2017,5173,173,3.344287647399961
1453,42101012500,2016,1344,45,3.3482142857142856
868,42101009100,2019,388,13,3.350515463917526
4506,42101030800,2014,328,11,3.353658536585366
4160,42101028700,2016,298,10,3.3557046979865772
4825,42101032100,2020,149,5,3.3557046979865772
6065,42101038700,2018,119,4,3.361344537815126
1770,42101014500,2015,327,11,3.3639143730886847
5571,42101036000,2021,654,22,3.3639143730886847
280,42101006300,2019,3775,127,3.364238410596027
4921,42101033000,2019,1159,39,3.364969801553063
5456,42101035601,2015,208,7,3.3653846153846154
878,42101009200,2014,505,17,3.3663366336633667
3902,42101027500,2016,980,33,3.36734693877551
6224,42101980600,2016,178,6,3.3707865168539324
5690,42101036303,2018,89,3,3.3707865168539324
5852,42101037500,2017,89,3,3.3707865168539324
5469,42101035601,2022,89,3,3.3707865168539324
730,42101008601,2015,504,17,3.373015873015873
858,42101009100,2014,415,14,3.3734939759036147
506,42101007400,2022,741,25,3.3738191632928474
2973,42101021100,2016,148,5,3.3783783783783785
5814,42101037200,2018,414,14,3.3816425120772946
2209,42101016901,2020,266,9,3.3834586466165413
4660,42101031402,2015,650,22,3.3846153846153846
3262,42101024200,2014,1093,37,3.385178408051235
360,42101006700,2019,3957,134,3.3864038412939097
6284,42101980900,2018,738,25,3.387533875338753
783,42101008701,2022,118,4,3.389830508474576
3706,42101026500,2023,59,2,3.389830508474576
1130,42101010500,2023,59,2,3.389830508474576
5500,42101035701,2020,59,2,3.389830508474576
6302,42101989100,2017,118,4,3.389830508474576
4642,42101031401,2016,913,31,3.3953997809419496
537,42101007800,2018,265,9,3.3962264150943398
796,42101008702,2019,206,7,3.3980582524271843
1263,42101011200,2020,206,7,3.3980582524271843
3224,42101024000,2014,294,10,3.4013605442176873
646,42101008200,2023,147,5,3.4013605442176873
5772,42101036700,2017,646,22,3.4055727554179565
1041,42101010100,2018,1849,63,3.4072471606273664
541,42101007800,2020,88,3,3.4090909090909087
368,42101006700,2023,176,6,3.4090909090909087
2991,42101021200,2016,292,10,3.4246575342465753
6266,42101980800,2018,292,10,3.4246575342465753
758,42101008602,2019,730,25,3.4246575342465753
2772,42101020101,2016,2655,91,3.427495291902072
436,42101007102,2017,2188,75,3.4277879341864717
5618,42101036202,2019,175,6,3.428571428571429
2325,42101017300,2018,3704,127,3.4287257019438444
1397,42101012100,2015,204,7,3.431372549019608
1136,42101010600,2016,1397,48,3.4359341445955622
2590,42101019000,2015,582,20,3.436426116838488
5220,42101034502,2015,320,11,3.4375000000000004
5774,42101036700,2018,435,15,3.4482758620689653
3096,42101021800,2014,87,3,3.4482758620689653
1204,42101010900,2020,29,1,3.4482758620689653
890,42101009200,2020,87,3,3.4482758620689653
4753,42101031700,2023,29,1,3.4482758620689653
5521,42101035702,2022,29,1,3.4482758620689653
3589,42101026100,2014,145,5,3.4482758620689653
5876,42101037600,2020,232,8,3.4482758620689653
58,42101000803,2014,87,3,3.4482758620689653
143,42101005000,2016,29,1,3.4482758620689653
145,42101005000,2017,29,1,3.4482758620689653
4543,42101031000,2015,1478,51,3.450608930987822
3197,42101023800,2019,1043,36,3.451581975071908
3690,42101026500,2015,782,27,3.4526854219948846
4184,42101028800,2019,1098,38,3.4608378870673953
1949,42101015600,2017,491,17,3.462321792260693
2267,42101017100,2019,2830,98,3.4628975265017665
2201,42101016901,2016,1270,44,3.4645669291338583
3599,42101026100,2019,288,10,3.4722222222222223
972,42101009600,2021,1035,36,3.4782608695652173
684,42101008302,2022,1379,48,3.4807831762146484
676,42101008302,2018,2814,98,3.482587064676617
630,42101008200,2015,1864,65,3.487124463519313
1144,42101010600,2020,172,6,3.488372093023256
2225,42101016902,2018,1806,63,3.488372093023256
5944,42101038000,2014,401,14,3.4912718204488775
3608,42101026200,2014,314,11,3.5031847133757963
3754,42101026800,2017,428,15,3.5046728971962615
3191,42101023800,2016,656,23,3.50609756097561
648,42101008301,2014,998,35,3.5070140280561124
4545,42101031000,2016,1454,51,3.5075653370013753
3465,42101025400,2016,228,8,3.508771929824561
2203,42101016901,2017,1908,67,3.511530398322851
3189,42101023800,2015,455,16,3.5164835164835164
555,42101007900,2017,455,16,3.5164835164835164
2971,42101021100,2015,142,5,3.5211267605633805
222,42101006000,2020,369,13,3.523035230352303
2908,42101020700,2015,227,8,3.524229074889868
3562,42101025900,2019,312,11,3.5256410256410255
704,42101008400,2022,1957,69,3.525804803270312
3986,42101027901,2019,1616,57,3.527227722772277
5460,42101035601,2017,255,9,3.5294117647058822
5261,42101034701,2017,283,10,3.53356890459364
366,42101006700,2022,2122,75,3.5344015080113103
2285,42101017201,2018,2829,100,3.534817956875221
2872,42101020500,2016,2149,76,3.5365286179618427
3301,42101024400,2014,537,19,3.5381750465549344
4298,42101029300,2016,904,32,3.5398230088495577
2961,42101021000,2019,367,13,3.5422343324250685
1512,42101013300,2016,649,23,3.5439137134052388
1893,42101015102,2019,2229,79,3.54419021982952
3425,42101025200,2016,1213,43,3.544929925803792
5659,42101036301,2021,507,18,3.5502958579881656
3067,42101021600,2018,225,8,3.5555555555555554
4638,42101031401,2014,815,29,3.5582822085889574
5401,42101035301,2015,309,11,3.559870550161812
598,42101008101,2019,1657,59,3.56065178032589
424,42101007101,2021,1430,51,3.5664335664335662
4134,42101028500,2023,28,1,3.571428571428571
3564,42101025900,2020,28,1,3.571428571428571
5301,42101034801,2020,84,3,3.571428571428571
3073,42101021600,2021,56,2,3.571428571428571
5413,42101035301,2022,84,3,3.571428571428571
3127,42101022000,2015,28,1,3.571428571428571
4962,42101033102,2020,56,2,3.571428571428571
2792,42101020102,2016,1930,69,3.5751295336787567
4458,42101030502,2018,923,33,3.5752979414951245
531,42101007800,2015,587,21,3.577512776831346
6121,42101039000,2019,2038,73,3.5819430814524047
4492,42101030700,2016,335,12,3.582089552238806
4436,42101030501,2016,251,9,3.5856573705179287
1709,42101014200,2014,725,26,3.5862068965517238
1935,42101015300,2020,223,8,3.587443946188341
486,42101007300,2022,390,14,3.5897435897435894
444,42101007102,2021,1086,39,3.591160220994475
2149,42101016701,2020,139,5,3.597122302158273
448,42101007102,2023,139,5,3.597122302158273
1738,42101014300,2019,250,9,3.5999999999999996
908,42101009300,2019,3387,122,3.602007676409802
5342,42101034803,2021,111,4,3.6036036036036037
2061,42101016300,2016,2857,103,3.605180259012951
1297,42101011400,2017,1414,51,3.606789250353607
2179,42101016800,2015,1108,40,3.6101083032490973
644,42101008200,2022,1189,43,3.616484440706476
866,42101009100,2018,387,14,3.6175710594315245
5450,42101035500,2022,304,11,3.618421052631579
384,42101006900,2021,442,16,3.619909502262444
2778,42101020101,2019,3397,123,3.620841919340595
5788,42101036900,2015,276,10,3.6231884057971016
3341,42101024600,2014,1462,53,3.625170998632011
406,42101007000,2022,1130,41,3.6283185840707963
3013,42101021300,2018,689,25,3.6284470246734397
1947,42101015600,2016,496,18,3.6290322580645165
1768,42101014500,2014,303,11,3.6303630363036308
2265,42101017100,2018,1872,68,3.632478632478633
522,42101007700,2020,55,2,3.6363636363636362
6195,42101980300,2021,330,12,3.6363636363636362
1174,42101010800,2015,1210,44,3.6363636363636362
5678,42101036302,2021,55,2,3.6363636363636362
5657,42101036301,2020,55,2,3.6363636363636362
3015,42101021300,2019,302,11,3.642384105960265
1118,42101010500,2017,1208,44,3.642384105960265
1891,42101015102,2018,1728,63,3.6458333333333335
1785,42101014600,2014,466,17,3.648068669527897
4042,42101028100,2017,1480,54,3.6486486486486487
6197,42101980300,2022,137,5,3.64963503649635
5407,42101035301,2018,137,5,3.64963503649635
716,42101008500,2018,2985,109,3.6515912897822447
1895,42101015102,2020,356,13,3.651685393258427
602,42101008101,2021,903,33,3.6544850498338874
5904,42101037800,2014,492,18,3.6585365853658534
5130,42101033900,2019,82,3,3.6585365853658534
1752,42101014400,2016,655,24,3.6641221374045805
2223,42101016902,2017,2236,82,3.667262969588551
4769,42101031800,2021,109,4,3.669724770642202
2045,42101016200,2018,327,12,3.669724770642202
3806,42101027100,2015,109,4,3.669724770642202
4650,42101031401,2020,109,4,3.669724770642202
3886,42101027402,2017,1444,53,3.6703601108033244
2502,42101018001,2017,463,17,3.6717062634989204
3708,42101026600,2014,735,27,3.6734693877551026
774,42101008701,2017,381,14,3.674540682414698
4404,42101030100,2020,272,10,3.6764705882352944
4631,42101031300,2020,136,5,3.6764705882352944
6246,42101980700,2018,462,17,3.67965367965368
999,42101009802,2016,190,7,3.684210526315789
580,42101008000,2020,542,20,3.6900369003690034
266,42101006200,2022,1111,41,3.6903690369036903
2884,42101020500,2022,1544,57,3.6917098445595853
6238,42101980700,2014,785,29,3.694267515923567
4567,42101031101,2017,1217,45,3.697617091207888
1887,42101015102,2016,1244,46,3.697749196141479
336,42101006600,2017,3565,132,3.7026647966339414
3734,42101026700,2017,1647,61,3.7037037037037033
5627,42101036203,2015,189,7,3.7037037037037033
1219,42101011000,2018,432,16,3.7037037037037033
5663,42101036301,2023,27,1,3.7037037037037033
5680,42101036302,2022,27,1,3.7037037037037033
2856,42101020400,2018,1267,47,3.7095501183898976
4608,42101031200,2018,404,15,3.7128712871287126
3650,42101026302,2015,1185,44,3.7130801687763713
442,42101007102,2020,350,13,3.7142857142857144
2798,42101020102,2019,3602,134,3.720155469183787
3571,42101026000,2014,161,6,3.7267080745341614
718,42101008500,2019,5178,193,3.727307840865199
1094,42101010400,2015,912,34,3.7280701754385963
2083,42101016400,2017,1475,55,3.728813559322034
32,42101000000,2019,49222,1836,3.730039413270489
2880,42101020500,2020,536,20,3.731343283582089
1100,42101010400,2018,1179,44,3.7319762510602206
3270,42101024200,2018,1286,48,3.7325038880248838
3998,42101027902,2015,509,19,3.732809430255403
1200,42101010900,2018,294,11,3.741496598639456
5234,42101034502,2022,80,3,3.75
2848,42101020400,2014,746,28,3.753351206434316
3272,42101024200,2019,1411,53,3.7562012756909993
1750,42101014400,2015,692,26,3.7572254335260116
238,42101006100,2018,479,18,3.7578288100208765
5336,42101034803,2018,133,5,3.7593984962406015
1538,42101013401,2019,133,5,3.7593984962406015
5355,42101034900,2018,319,12,3.761755485893417
1807,42101014700,2015,1116,42,3.763440860215054
1217,42101011000,2017,531,20,3.766478342749529
98,42101002702,2014,53,2,3.7735849056603774
5629,42101036203,2016,212,8,3.7735849056603774
1441,42101012204,2017,106,4,3.7735849056603774
5104,42101033800,2015,265,10,3.7735849056603774
3213,42101023900,2017,53,2,3.7735849056603774
5096,42101033702,2020,53,2,3.7735849056603774
496,42101007400,2017,1086,41,3.7753222836095763
2364,42101017500,2018,3176,120,3.7783375314861463
4683,42101031501,2017,344,13,3.77906976744186
318,42101006500,2018,1958,74,3.7793667007150153
4396,42101030100,2016,1270,48,3.779527559055118
4531,42101030900,2018,291,11,3.7800687285223367
512,42101007700,2015,291,11,3.7800687285223367
3343,42101024600,2015,1693,64,3.780271707028943
3083,42101021700,2017,343,13,3.7900874635568513
5448,42101035500,2021,343,13,3.7900874635568513
1202,42101010900,2019,290,11,3.793103448275862
1740,42101014300,2020,79,3,3.79746835443038
3427,42101025200,2017,1869,71,3.7988228999464955
1701,42101014100,2020,263,10,3.802281368821293
4646,42101031401,2018,709,27,3.80818053596615
794,42101008702,2018,210,8,3.8095238095238098
3276,42101024200,2021,656,25,3.8109756097560976
652,42101008301,2016,1127,43,3.815439219165927
2165,42101016702,2018,2461,94,3.8195855343356357
5444,42101035500,2019,679,26,3.829160530191458
1140,42101010600,2018,1331,51,3.831705484598046
4525,42101030900,2015,365,14,3.8356164383561646
4178,42101028800,2016,417,16,3.8369304556354913
696,42101008400,2018,2525,97,3.8415841584158414
69,42101001102,2014,26,1,3.8461538461538463
5452,42101035500,2023,52,2,3.8461538461538463
5790,42101036900,2016,208,8,3.8461538461538463
5834,42101037300,2018,234,9,3.8461538461538463
6203,42101980500,2015,130,5,3.8461538461538463
1746,42101014300,2023,26,1,3.8461538461538463
5694,42101036303,2020,26,1,3.8461538461538463
547,42101007800,2023,26,1,3.8461538461538463
982,42101009801,2016,130,5,3.8461538461538463
2999,42101021200,2020,26,1,3.8461538461538463
2993,42101021200,2017,312,12,3.8461538461538463
5748,42101036600,2015,493,19,3.8539553752535496
604,42101008101,2022,856,33,3.8551401869158877
2219,42101016902,2015,2023,78,3.8556599110232326
2283,42101017201,2017,2564,99,3.8611544461778475
3337,42101024500,2022,1243,48,3.8616251005631534
3365,42101024700,2016,3724,144,3.866809881847476
906,42101009300,2018,2272,88,3.873239436619718
3471,42101025400,2019,284,11,3.873239436619718
726,42101008500,2023,258,10,3.875968992248062
4106,42101028400,2019,1030,40,3.8834951456310676
3298,42101024300,2022,309,12,3.8834951456310676
3544,42101025800,2019,103,4,3.8834951456310676
1241,42101011100,2019,3037,118,3.8854132367467895
5357,42101034900,2019,334,13,3.8922155688622757
5776,42101036700,2019,411,16,3.8929440389294405
2199,42101016901,2015,1258,49,3.8950715421303657
3772,42101026900,2016,77,3,3.896103896103896
2626,42101019100,2023,77,3,3.896103896103896
1717,42101014200,2018,641,25,3.9001560062402496
3345,42101024600,2016,1846,72,3.9003250270855903
4472,42101030600,2015,615,24,3.902439024390244
400,42101007000,2019,2177,85,3.904455672944419
5594,42101036201,2016,179,7,3.910614525139665
5549,42101035900,2018,179,7,3.910614525139665
4361,42101029900,2018,895,35,3.910614525139665
1615,42101013700,2015,639,25,3.912363067292645
4024,42101028000,2018,2862,112,3.913347309573725
714,42101008500,2017,4471,175,3.914113173786625
592,42101008101,2016,843,33,3.9145907473309607
772,42101008701,2016,281,11,3.9145907473309607
364,42101006700,2021,2168,85,3.920664206642067
30,42101000000,2018,39752,1561,3.9268464479774603
4158,42101028700,2015,229,9,3.9301310043668125
244,42101006100,2021,585,23,3.9316239316239314
2506,42101018001,2019,534,21,3.932584269662921
4527,42101030900,2016,305,12,3.934426229508197
4997,42101033300,2018,127,5,3.937007874015748
4989,42101033300,2014,203,8,3.9408866995073892
2894,42101020600,2017,279,11,3.942652329749104
3449,42101025300,2018,912,36,3.9473684210526314
6234,42101980600,2021,76,3,3.9473684210526314
464,42101007200,2021,861,34,3.948896631823461
3383,42101024800,2015,1037,41,3.953712632594021
2646,42101019200,2023,177,7,3.954802259887006
3593,42101026100,2016,177,7,3.954802259887006
1813,42101014700,2018,809,32,3.955500618046971
3173,42101023700,2016,278,11,3.9568345323741005
2345,42101017400,2018,2299,91,3.9582427142235757
476,42101007300,2017,808,32,3.9603960396039604
1945,42101015600,2015,505,20,3.9603960396039604
1655,42101013900,2016,353,14,3.9660056657223794
2714,42101019800,2017,1260,50,3.968253968253968
1437,42101012204,2015,126,5,3.968253968253968
478,42101007300,2018,529,21,3.9697542533081283
3940,42101027700,2016,1380,55,3.985507246376811
5870,42101037600,2017,776,31,3.994845360824742
3441,42101025300,2014,826,33,3.9951573849878934
4325,42101029400,2020,225,9,4.0
5724,42101036501,2019,125,5,4.0
5720,42101036501,2017,100,4,4.0
3294,42101024300,2020,150,6,4.0
5838,42101037300,2020,50,2,4.0
4512,42101030800,2017,225,9,4.0
841,42101008802,2023,25,1,4.0
1576,42101013500,2020,25,1,4.0
1809,42101014700,2016,1174,47,4.003407155025554
3848,42101027300,2018,996,40,4.016064257028113
2995,42101021200,2018,224,9,4.017857142857143
3788,42101027000,2015,199,8,4.0201005025125625
5155,42101034100,2016,149,6,4.026845637583892
480,42101007300,2019,844,34,4.028436018957346
833,42101008802,2019,273,11,4.029304029304029
518,42101007700,2018,124,5,4.032258064516129
5323,42101034802,2021,124,5,4.032258064516129
5232,42101034502,2021,124,5,4.032258064516129
1907,42101015200,2016,1487,60,4.034969737726967
4581,42101031102,2014,446,18,4.0358744394618835
2878,42101020500,2019,2452,99,4.037520391517129
3193,42101023800,2017,1065,43,4.037558685446009
3692,42101026500,2016,1040,42,4.038461538461538
4725,42101031600,2019,718,29,4.03899721448468
4078,42101028300,2015,2203,89,4.0399455288243304
634,42101008200,2017,1905,77,4.041994750656168
882,42101009200,2016,272,11,4.044117647058823
3447,42101025300,2017,791,32,4.0455120101137805
3046,42101021500,2016,420,17,4.0476190476190474
4999,42101033300,2019,148,6,4.054054054054054
1128,42101010500,2022,419,17,4.05727923627685
5810,42101037200,2016,664,27,4.066265060240964
3429,42101025200,2018,1869,76,4.066345639379347
5890,42101037700,2017,491,20,4.0733197556008145
930,42101009400,2020,491,20,4.0733197556008145
420,42101007101,2019,2476,101,4.079159935379645
5208,42101034501,2017,98,4,4.081632653061225
3054,42101021500,2020,49,2,4.081632653061225
4204,42101028901,2019,735,30,4.081632653061225
3501,42101025600,2015,49,2,4.081632653061225
1347,42101011800,2016,906,37,4.083885209713024
118,42101003701,2014,612,25,4.084967320261438
710,42101008500,2015,3647,149,4.085549766931725
3866,42101027401,2017,685,28,4.087591240875913
404,42101007000,2021,1369,56,4.090577063550037
4623,42101031300,2016,1002,41,4.091816367265469
4200,42101028901,2017,415,17,4.096385542168675
3640,42101026301,2020,122,5,4.098360655737705
732,42101008601,2016,366,15,4.098360655737705
3732,42101026700,2016,1049,43,4.0991420400381315
286,42101006300,2022,1633,67,4.102878138395591
596,42101008101,2018,731,30,4.1039671682626535
1805,42101014700,2014,1071,44,4.1083099906629315
88,42101002100,2014,292,12,4.10958904109589
388,42101006900,2023,73,3,4.10958904109589
5722,42101036501,2018,73,3,4.10958904109589
1508,42101013300,2014,1022,42,4.10958904109589
4974,42101033200,2016,219,9,4.10958904109589
2167,42101016702,2019,2068,85,4.110251450676983
6205,42101980500,2016,243,10,4.11522633744856
690,42101008400,2015,2959,122,4.123014531936465
4008,42101027902,2020,485,20,4.123711340206185
5124,42101033900,2016,97,4,4.123711340206185
823,42101008802,2014,509,21,4.12573673870334
3862,42101027401,2015,557,23,4.129263913824058
1979,42101015800,2014,242,10,4.132231404958678
5228,42101034502,2019,290,12,4.137931034482759
4666,42101031402,2018,459,19,4.139433551198257
5417,42101035302,2014,169,7,4.142011834319527
324,42101006500,2021,1446,60,4.149377593360995
1510,42101013300,2015,964,40,4.149377593360995
314,42101006500,2016,1590,66,4.150943396226415
5868,42101037600,2016,866,36,4.157043879907621
1502,42101013200,2021,433,18,4.157043879907621
2289,42101017201,2020,649,27,4.160246533127889
5718,42101036501,2016,96,4,4.166666666666666
1540,42101013401,2020,24,1,4.166666666666666
6048,42101038600,2015,24,1,4.166666666666666
5716,42101036501,2015,168,7,4.166666666666666
